from_grid,to_grid,avg_time
3773155,3773156,22
3510386,3510387,36
3171436,3171437,60
3332169,3334085,22
3493110,3495026,50
3506537,3504621,58
3493111,3493112,76
3721325,3721326,15
3615837,3615838,15
3519926,3519927,73
3615766,3615767,30
3301502,3299586,90
3562066,3562067,273
3527683,3527682,30
3424140,3426056,23
2918224,2916308,15
3433705,3433704,60
2807104,2807105,15
2720890,2718974,18
3696419,3694503,135
3640760,3640759,15
3542923,3544839,81
3596554,3596553,30
3684738,3684739,18
3749856,3749855,15
3585100,3583184,34
3855240,3855241,45
3556392,3556391,15
3600424,3600423,16
3500779,3502695,35
3663683,3663684,30
3222933,3222934,15
3368564,3368563,30
2567561,2565645,30
3426117,3426118,45
3307388,3307387,18
3119510,3119509,25
3473972,3473971,15
3152088,3150172,17
3609987,3609988,30
3399231,3399232,45
3338000,3339916,15
3577409,3579325,63
3071586,3071587,15
3311208,3311207,15
3381985,3380069,15
3606372,3604456,15
3554623,3554622,90
3698103,3698102,30
3502672,3502673,63
3150163,3152079,15
3816901,3816902,15
3338004,3338003,15
3140612,3140613,30
3142434,3144350,15
3655963,3655962,16
3539069,3539070,36
3171439,3171438,24
3311328,3311329,30
3761296,3761295,25
3594731,3594730,30
3694369,3696285,15
3646507,3646508,75
3598671,3596755,15
3401123,3401124,30
3221026,3221027,180
3178886,3178887,15
3115692,3117608,15
3401124,3403040,45
3700065,3698149,70
3646414,3644498,40
3594867,3596783,15
3133154,3133153,18
3759455,3759456,16
3475860,3477776,150
3531728,3533644,135
3317076,3318992,45
3315168,3315169,15
3449048,3447132,30
3527596,3527597,23
3562190,3564106,15
3541090,3539174,15
3684741,3684740,52
3571661,3571660,40
3519929,3518013,35
3485440,3485441,67
3529543,3529544,34
3650252,3652168,15
3541035,3541034,15
3504635,3504636,22
3592770,3590854,123
3713655,3715571,30
3493114,3491198,73
3512257,3512256,62
3311314,3311315,15
3460532,3460533,60
3435627,3433711,30
3441367,3439451,31
3293957,3292041,21
2862750,2862751,15
3600421,3600422,16
3363066,3363065,22
2268829,2270745,15
3667696,3667695,30
3688732,3688733,15
3761380,3761379,90
3636895,3638811,30
3406904,3406903,30
3546779,3548695,45
3633123,3633124,60
2887552,2885636,15
3209654,3209653,15
3102257,3104173,15
3861003,3862919,20
3571717,3573633,45
3824559,3822643,15
3152015,3152016,15
3692409,3692408,28
3554429,3554428,20
3433720,3431804,30
3552577,3550661,15
3600439,3600438,75
2468059,2468058,15
2866567,2864651,15
3416522,3416523,30
3125184,3125185,30
3452863,3454779,52
3462458,3460542,17
3366639,3366640,15
3542979,3544895,45
3694372,3694371,30
3284292,3284291,15
3464387,3466303,15
3176974,3176975,15
3431827,3429911,28
3552522,3552521,97
3609972,3609973,15
3464405,3462489,33
3740661,3740662,15
3468190,3466274,15
3498857,3500773,43
3251714,3251713,15
3498942,3500858,15
3663669,3663670,51
3632998,3634914,30
2985296,2987212,30
3610060,3610059,15
3558299,3558298,30
2741949,2740033,15
3564112,3564113,60
3106130,3106129,30
3527680,3529596,31
3709577,3709576,27
3644457,3644458,15
3541034,3539118,15
2979549,2979548,30
3529561,3529560,15
3665576,3665577,42
2937445,2937446,15
3242078,3240162,15
3656172,3656171,15
3596554,3594638,30
3485441,3487357,34
3610042,3610043,15
3495021,3493105,27
3527595,3529511,17
3228676,3226760,60
2927869,2927868,77
3533427,3533428,45
3537176,3537175,16
3640606,3640605,21
3563976,3562060,15
3458643,3458642,15
3223021,3223020,30
2546661,2546660,15
3336250,3334334,15
3667836,3667835,15
3671273,3671274,15
3563977,3563976,48
3284288,3284289,30
3504653,3504652,210
3556322,3554406,15
3527599,3525683,62
3305690,3303774,15
2966139,2966138,15
3612018,3612019,60
3615979,3615978,15
3452866,3452865,15
3341998,3341997,15
3632999,3633000,15
2634638,2634637,15
3481626,3479710,37
3224843,3222927,16
3504732,3506648,15
3558229,3558228,15
3567898,3567899,30
3518018,3518019,17
3495018,3496934,45
3527610,3529526,36
3684755,3684754,120
3307245,3309161,60
3631109,3629193,15
3408817,3408816,45
3615976,3615977,15
3767039,3767040,35
2586699,2588615,60
3127095,3125179,60
3556322,3556321,176
3602332,3602331,28
3621544,3621545,30
3554415,3554414,40
3332169,3332170,60
3299576,3301492,15
3493110,3493111,39
3280577,3278661,15
3495036,3493120,62
3655978,3654062,15
3462444,3460528,16
3500764,3500765,51
3305686,3305687,15
3083030,3084946,15
3184875,3184874,15
3633017,3633016,17
3309165,3311081,45
3439482,3437566,15
3322717,3320801,168
3606117,3608033,15
3611866,3613782,15
3541099,3539183,15
3178895,3176979,15
3449067,3449068,60
3393517,3391601,60
3537149,3539065,17
3468220,3470136,33
3395434,3397350,15
3362925,3362926,15
3360990,3360991,30
3732979,3732980,45
3567875,3569791,30
3370615,3368699,30
3679008,3679007,35
3393474,3391558,22
3644457,3644456,15
3537181,3537180,38
3648407,3648406,15
3514408,3514407,30
3644633,3644634,15
3491192,3491193,33
2996834,2996833,15
2814724,2812808,15
3462446,3460530,54
3215315,3215314,44
3684879,3684880,15
3397344,3395428,32
3600829,3600830,15
3617749,3615833,45
3535338,3535339,45
2736205,2738121,30
3537167,3535251,32
3437580,3437579,360
3571661,3573577,15
3560509,3562425,15
3065796,3067712,60
3462469,3464385,30
3495019,3495020,22
3529506,3531422,43
3535325,3535326,15
3682822,3682821,41
3650421,3650422,45
3753686,3753685,15
2634644,2632728,30
3506682,3504766,24
3508590,3508589,32
3851404,3853320,31
3520233,3522149,15
3496970,3498886,16
3703906,3703907,15
3297673,3295757,15
3570046,3568130,15
3669741,3669740,20
3604253,3602337,17
2851239,2853155,15
3602318,3602317,15
3222932,3222933,15
3543035,3543036,31
3521874,3521875,16
3418401,3418402,15
3403090,3401174,33
3623520,3623521,15
3588983,3588982,41
3824541,3824542,15
3700011,3700010,30
3269034,3267118,25
3550624,3552540,30
2914392,2912476,15
3516238,3516237,25
3244195,3244196,30
3322686,3324602,15
3399218,3401134,15
3590790,3592706,30
3299590,3299591,15
3589313,3589314,15
3470136,3472052,60
3520000,3518084,90
3516094,3516095,51
3715408,3717324,15
3552703,3552702,27
3445216,3445217,15
2594484,2594485,15
3330336,3330335,15
3661753,3659837,30
3506536,3504620,19
3414574,3414575,30
3470154,3468238,30
3257487,3257488,25
3056218,3054302,45
2935510,2933594,30
3472098,3472099,30
2358851,2358850,15
3717232,3719148,48
3364984,3366900,15
3431878,3431879,33
3585086,3585085,22
3604520,3604519,22
3556363,3554447,60
2904871,2902955,15
3558298,3558297,52
3420354,3420355,19
3539208,3539209,28
3521892,3521891,30
3679128,3681044,15
3816878,3816877,20
3537171,3539087,33
3562125,3562124,15
3606340,3608256,15
2964242,2964243,15
3548648,3548647,29
3565894,3565895,46
3219146,3221062,43
3571660,3571659,70
1985410,1985409,15
3129013,3129014,450
3677082,3677081,30
3267027,3267028,15
3510517,3510516,15
3859100,3857184,60
3312971,3312972,30
3569725,3567809,18
3500778,3502694,46
2519765,2519764,15
3613791,3615707,37
3623414,3621498,20
3268962,3270878,16
2709381,2711297,45
3529492,3527576,30
3312989,3312988,75
3270838,3270839,15
3456695,3456694,22
2914458,2914459,15
3472089,3472088,26
3525735,3525734,33
3608139,3606223,30
3535254,3535253,165
3845641,3843725,300
3274708,3274709,33
3619998,3619999,15
3506690,3506689,21
3519912,3521828,86
3136773,3134857,15
3299577,3299578,30
3537189,3535273,15
3571633,3571632,135
3491180,3491179,58
3485454,3487370,59
2929775,2929774,37
3502853,3502854,15
3355166,3357082,15
3636769,3636770,48
3535240,3535239,70
3669750,3669751,30
3527679,3529595,90
2642362,2640446,15
3294110,3294109,15
3556359,3556360,78
2584811,2582895,126
3521851,3519935,61
3600383,3598467,60
3529505,3527589,38
2263081,2264997,15
3652455,3650539,15
3552699,3554615,15
3635017,3635018,15
3250041,3251957,15
3590914,3590915,37
3648585,3646669,15
3498917,3497001,30
3705744,3707660,39
3317089,3319005,18
3510336,3508420,41
3433743,3433744,60
3014083,3015999,15
3186600,3184684,15
3529519,3529518,23
3531436,3533352,76
3292245,3292244,15
3598500,3598501,67
3606177,3606176,19
3565925,3565924,15
2887632,2887633,30
3820718,3820717,15
3750213,3752129,28
2812843,2812842,15
3663674,3661758,90
3878216,3880132,15
3554541,3554540,19
3671399,3671400,30
3759432,3759431,15
3541003,3542919,60
3552606,3552605,33
3590821,3588905,60
3483516,3485432,45
3686816,3686815,15
2571343,2571344,15
3588952,3590868,15
3571731,3573647,15
2906792,2904876,15
3542913,3540997,99
3654042,3652126,15
3730664,3730665,15
3775066,3775067,30
3311318,3311317,15
3548854,3548855,30
3581236,3583152,60
3602314,3602315,15
3493239,3491323,30
3462509,3464425,15
3583165,3581249,82
3640689,3640688,30
3573695,3573694,16
3617609,3617608,60
3696457,3698373,30
3313016,3313015,15
3623678,3621762,22
3450951,3450952,15
3544848,3542932,55
3518144,3520060,45
3669402,3669403,22
3663645,3663644,15
3450980,3452896,15
2925917,2925918,18
3487362,3487363,21
3617706,3617705,150
3667655,3667654,15
3518232,3518231,30
3366783,3364867,15
3564171,3564170,63
3700117,3700118,30
3205853,3203937,120
3253590,3253591,45
3619817,3619818,15
3639005,3637089,60
3140598,3142514,15
2519905,2519904,30
3742335,3742334,435
3477836,3479752,15
3728756,3730672,22
3337929,3339845,60
3481613,3481612,18
3475901,3477817,55
3709702,3709701,15
3213625,3211709,22
3556433,3556432,47
3715324,3715325,15
3836061,3834145,30
3606385,3604469,45
3684770,3682854,42
3610334,3612250,30
3401137,3403053,15
3575797,3573881,26
3449063,3447147,44
3477809,3477810,27
3316940,3316939,17
3753643,3751727,15
3654015,3654014,19
3524060,3524061,15
3594713,3594714,50
3485444,3485443,19
3776708,3778624,20
3610339,3608423,60
3744343,3744342,15
3468187,3470103,56
3297841,3295925,30
3544835,3542919,103
3541071,3541072,15
3631248,3629332,15
3466298,3464382,69
3184875,3182959,25
3274862,3274863,30
3083030,3083031,15
3211478,3211479,25
3464372,3464373,150
3583174,3583175,45
3592784,3590868,19
3629268,3629269,45
3336096,3334180,15
3518107,3518106,21
3625398,3625399,15
3506522,3504606,54
3615767,3617683,30
3228676,3228675,30
3437575,3437574,36
3152016,3153932,15
3546936,3546935,15
3539139,3541055,40
3452862,3454778,72
3623451,3625367,32
3615716,3613800,15
3470168,3468252,15
3655959,3657875,60
3657851,3659767,15
3198115,3196199,15
3416523,3416524,30
3577394,3579310,75
3659814,3661730,47
3784327,3784326,15
3619581,3621497,26
3150181,3148265,442
3495017,3496933,105
3458782,3458781,20
3541086,3541087,27
3462443,3460527,18
3631175,3631176,15
3558284,3558283,30
3552698,3552699,16
3637089,3639005,215
2638475,2638476,15
3418378,3416462,40
3554550,3556466,45
3554694,3554693,15
3044755,3046671,25
3324499,3324500,15
2523510,2523511,15
3433701,3435617,37
3309402,3309403,60
3481623,3481624,15
3452863,3452864,32
3475915,3475916,22
3297771,3297770,18
3703869,3703868,15
2969971,2969970,435
3516095,3518011,45
3360895,3360894,15
3259500,3257584,30
3309295,3309294,15
3824556,3826472,18
3721064,3719148,40
3441376,3443292,41
3562260,3564176,48
3307454,3307455,15
3542924,3542925,17
3090754,3092670,15
3127110,3127109,15
3291925,3291924,70
3558424,3558423,15
3579302,3579303,16
2743855,2743856,30
3648414,3648415,45
3659817,3657901,23
3512253,3514169,39
3550699,3550698,60
3481692,3481693,39
3678923,3678922,15
3644754,3642838,30
3205960,3207876,15
3207872,3205956,45
3479730,3481646,15
3338055,3338056,15
3433702,3433703,15
3654191,3654192,15
3677315,3679231,26
3449049,3449048,52
3548686,3548687,15
3150177,3150178,50
3656169,3656170,15
3473968,3475884,32
3125188,3125187,18
3395417,3395418,15
2801412,2799496,15
2791780,2789864,15
3265249,3263333,30
3678960,3680876,30
3512378,3512379,30
2931683,2931682,45
3510350,3510349,90
3807324,3807325,45
3473987,3473986,85
2580923,2579007,45
3652159,3654075,15
3441395,3441394,45
3150178,3150179,112
3567912,3567913,33
3309332,3309333,15
3531450,3531451,15
3199990,3201906,30
3222932,3224848,15
3650406,3650407,15
3479715,3481631,23
3654331,3656247,15
2776488,2776489,15
3518065,3516149,20
3558369,3558368,17
3554411,3554412,42
3060083,3060084,15
3542909,3544825,42
3537255,3539171,210
3602346,3602345,270
3615715,3613799,105
3728733,3726817,15
2969972,2969971,15
3500765,3500766,47
3675355,3673439,15
3709701,3707785,30
3650340,3648424,510
3387747,3387748,15
3431933,3431934,30
3449030,3450946,30
3663841,3661925,15
3571643,3571644,48
3529487,3529488,40
2592481,2594397,15
3426051,3426050,15
3598458,3598459,17
3303588,3301672,15
3374572,3374573,15
3575501,3577417,33
2609701,2607785,15
3215543,3217459,15
3504607,3506523,141
3483530,3483531,120
3261254,3261253,15
3596569,3596568,30
3625537,3627453,15
3592820,3592821,30
3686630,3686631,15
3635030,3635031,15
3537227,3537228,15
3621529,3621530,31
3508442,3506526,22
3694493,3694494,45
3213371,3215287,15
3855241,3855242,18
3495230,3493314,15
3326549,3324633,30
3133151,3135067,15
3623400,3623399,60
3493125,3495041,15
3491346,3489430,45
2722806,2724722,15
3487421,3487420,40
3491218,3493134,45
3567828,3569744,50
3602331,3600415,44
3539170,3537254,28
2627039,2627038,15
2925907,2923991,15
3590822,3590821,45
3257422,3255506,45
3558420,3558421,15
1987331,1987330,15
3677068,3677067,30
3546866,3546865,33
3648290,3648291,32
3470168,3470167,30
3380074,3380075,37
3667817,3667818,15
3667835,3667834,45
3541085,3543001,15
3537161,3535245,15
3361156,3363072,15
3307457,3307456,15
2596283,2594367,15
3519944,3519943,59
3562065,3562066,67
3466298,3466297,115
3527684,3527683,15
3590808,3590807,465
3422265,3420349,15
2927868,2925952,36
3585096,3585097,30
3498960,3497044,45
3744339,3744340,15
3510544,3508628,30
3780541,3780540,15
2699809,2697893,15
3502815,3500899,68
3556374,3556375,29
3588966,3588967,30
3600369,3600368,56
2952773,2952774,15
3063883,3063884,30
3355166,3355167,15
2584810,2582894,15
3562080,3563996,87
3521837,3521836,32
2594391,2594390,22
3707735,3707736,30
3734744,3734743,15
3539142,3539141,82
3577618,3577619,45
3596536,3598452,29
3614100,3612184,22
3728997,3728996,15
3525706,3523790,22
3521903,3523819,45
2740038,2741954,15
3535268,3535267,29
3675157,3677073,15
3514344,3512428,37
3602313,3604229,15
3523744,3523743,24
3517995,3516079,79
3611897,3611896,30
3579445,3577529,19
3855244,3853328,90
3127374,3127373,45
2671137,2671138,15
3750102,3750103,30
3217244,3217243,37
2588625,2588624,15
3487352,3487351,75
3468260,3468259,82
3295916,3295917,15
3713548,3713547,30
3017889,3019805,45
3521888,3523804,180
3303448,3303447,15
3012166,3012165,15
3498872,3498873,30
3320662,3322578,15
3259334,3257418,30
3590865,3590864,39
3575501,3575500,37
3303589,3305505,30
2533304,2533303,30
3309300,3307384,26
3200081,3200080,75
3125184,3125183,30
3060082,3060081,15
3399220,3399221,45
2833883,2835799,45
3276866,3276865,30
3504741,3504740,15
3560162,3562078,50
3527653,3527654,18
3688595,3688596,30
3579300,3579299,38
3428016,3428015,45
2937437,2937436,15
3646440,3646441,15
3016001,3017917,22
2556216,2556217,15
3422238,3420322,75
3437539,3435623,18
3305551,3305552,15
3682818,3682819,15
2713214,2715130,30
3519914,3521830,38
3506723,3506722,15
3575551,3577467,30
3518021,3518022,48
3456776,3456777,41
3485429,3485430,99
3502695,3500779,62
3673234,3673233,120
3606186,3606185,30
3470117,3470116,72
3447118,3447119,45
2588739,2588740,22
3278509,3278508,15
3518234,3518233,30
2314804,2316720,15
3468261,3468262,24
3065797,3067713,22
3474006,3474005,72
3786204,3788120,41
3767327,3769243,15
3458683,3458684,45
3364738,3362822,15
3295782,3295781,30
3422220,3424136,27
3646389,3646388,15
3614057,3614058,15
3435631,3435630,15
3401271,3399355,15
3533325,3533324,27
3529562,3529563,49
3497054,3497055,30
3514409,3514408,45
3744104,3744105,15
3608078,3608077,60
3753681,3755597,15
2557983,2557984,150
3648417,3650333,30
3640601,3640600,48
2786077,2786076,15
3520233,3520234,15
3504603,3504602,15
3106114,3108030,30
3682836,3682835,30
3472094,3470178,23
3393461,3393460,15
3493099,3495015,26
3644647,3644648,15
3600370,3600371,31
3562422,3560506,15
3665823,3665822,15
3358975,3358974,15
3640792,3640793,16
3282325,3282324,30
3518219,3518218,30
3223126,3221210,105
3357082,3355166,15
3529492,3531408,20
3215316,3215315,18
3663845,3663844,30
3466302,3464386,17
3243986,3243987,30
3205716,3205717,30
3433724,3433723,38
3498961,3498962,50
3625575,3625574,15
3671393,3671394,45
2789907,2787991,30
3592912,3590996,15
2968080,2969996,15
2533300,2533301,15
3046671,3044755,30
3330253,3328337,60
3598551,3598550,15
2517995,2519911,22
3585139,3585140,15
3332226,3332227,15
3508423,3506507,16
3558269,3560185,50
3518010,3518009,30
3552547,3552548,240
3554454,3554455,36
3552774,3552773,15
3650295,3652211,60
3828393,3828392,15
3864853,3864854,15
3638746,3640662,22
3732552,3730636,30
3498961,3500877,23
3508488,3510404,30
3602332,3604248,27
3015962,3014046,60
3596588,3596587,60
3650240,3650241,16
3090753,3088837,15
3481603,3483519,29
2651931,2651930,15
3562154,3562155,60
3527639,3527640,30
3583247,3585163,15
3588943,3587027,21
3732589,3732590,45
3493102,3493101,15
3487464,3487463,30
3433706,3433707,45
3403039,3403038,20
3525695,3523779,25
3569773,3569772,15
3539065,3537149,72
3506515,3506514,67
3458631,3456715,25
3648403,3648404,60
3566218,3568134,30
3573580,3571664,17
3495009,3495008,34
3860967,3860968,15
3602350,3600434,180
2638474,2636558,15
3502849,3500933,15
3623443,3623442,40
3552686,3552687,15
3575816,3575817,15
2280322,2280321,15
3638690,3640606,35
3556435,3556434,52
3506636,3506637,15
3644508,3644509,15
3217261,3217262,15
3715535,3717451,75
3613862,3615778,48
3546829,3546830,32
3552631,3554547,35
3445211,3447127,70
2579062,2580978,315
3339982,3339983,30
3667503,3669419,30
3475929,3475928,110
3767038,3765122,75
3744346,3744345,30
3527587,3527586,43
3552491,3552492,27
3205719,3205718,21
3609967,3609968,30
3581284,3583200,15
3659833,3659834,67
2763091,2763090,15
3274830,3274829,30
2646113,2644197,15
3585154,3587070,30
3092675,3092674,15
3542908,3540992,63
3495200,3495201,30
2582891,2582890,105
3629166,3629165,15
3525680,3525679,67
3190354,3190353,30
3633106,3633105,15
3311333,3311334,46
3483599,3483598,45
2577103,2577102,15
2789819,2791735,15
3540997,3542913,50
2943144,2943143,15
3483529,3483528,165
3581245,3581246,46
3552561,3552562,22
2688310,2690226,30
3372420,3374336,32
2872387,2872388,15
3485432,3485431,19
3272783,3272782,20
2943196,2945112,15
3763274,3763275,45
3512359,3512360,17
3525694,3525693,49
3562158,3562157,120
3493242,3491326,30
3378150,3378149,135
3167418,3167417,22
2975718,2977634,75
2519903,2519904,15
3485516,3483600,15
3585084,3587000,46
3662023,3662022,15
3707665,3707664,15
3397313,3399229,16
3481622,3479706,30
3577639,3577640,15
3529511,3527595,24
3682818,3684734,15
3728998,3730914,15
3713558,3713559,22
3518024,3518023,58
3282376,3284292,30
3460524,3458608,45
3724952,3723036,18
3312980,3311064,30
3512307,3512306,150
3324644,3322728,15
3508437,3508436,27
3874445,3874446,30
3610110,3608194,15
3594871,3594872,15
3560162,3560163,105
3640916,3640917,15
3338005,3339921,15
3577738,3577739,15
3518006,3519922,62
3334119,3334120,30
3315024,3316940,15
3384065,3385981,30
3761396,3763312,15
3433720,3433721,45
3658208,3656292,100
3414559,3412643,30
3529632,3529633,15
3575500,3575499,180
3523783,3525699,82
3125514,3127430,15
3224894,3222978,34
3010262,3008346,30
3608093,3606177,22
3753681,3753682,15
3573566,3571650,45
3585158,3585157,30
3491191,3493107,107
3374331,3374330,15
3565973,3564057,15
2937419,2939335,30
3487516,3487517,22
3611889,3611890,30
3637084,3637085,27
3805380,3805381,15
3552523,3552522,17
3696406,3698322,165
3481705,3479789,21
3358989,3358988,50
3489367,3489368,33
3431818,3431817,15
3441385,3441384,82
3556393,3556392,15
3161600,3163516,15
2812841,2812842,15
2814693,2816609,15
3594624,3592708,15
3740350,3742266,45
3724909,3722993,45
3556612,3556613,15
3500761,3498845,22
3221062,3222978,35
3435627,3435628,47
3433735,3433736,15
3146553,3144637,20
3571962,3570046,15
3521838,3519922,16
3144360,3144361,45
3121351,3121352,15
3746377,3744461,30
3502890,3500974,75
3504588,3502672,26
3569744,3567828,345
3523746,3523745,24
3516149,3516148,15
3567809,3565893,19
3012140,3012141,45
3550631,3550630,15
2567609,2565693,15
3299945,3298029,15
3514325,3512409,36
3663786,3665702,22
3721066,3721065,15
3564075,3564076,30
3464377,3464378,90
3255551,3253635,37
3548778,3550694,15
3577458,3577459,30
3115674,3113758,60
3133165,3133166,25
3546834,3546833,127
3454896,3454897,15
3774756,3774755,15
3771229,3771230,22
2638526,2640442,15
3571634,3571635,46
3640767,3638851,45
3389674,3389673,15
3410739,3410740,30
3552478,3552479,32
3560218,3560219,15
3560175,3560176,60
3180830,3178914,20
3466330,3466329,15
3500774,3498858,15
3633004,3633005,30
3152094,3152093,57
3391582,3389666,17
3472038,3472037,30
3613852,3613851,22
3610042,3610041,15
3466285,3468201,25
3401160,3399244,29
2740032,2741948,15
3117636,3117635,15
3529524,3527608,45
3531459,3529543,15
3397480,3397481,15
3506625,3506624,15
3012408,3010492,45
3669397,3669398,45
2983395,2985311,15
3424141,3426057,82
3650338,3652254,60
3573825,3573826,15
3037148,3035232,15
3705865,3705866,46
3491178,3493094,78
3301713,3301712,15
2885716,2887632,15
3719228,3719227,45
3385832,3387748,60
3383902,3381986,15
2954663,2952747,30
3609999,3609998,47
3623620,3625536,15
3537260,3537261,16
3395382,3395381,45
3635343,3635344,22
3686692,3686691,36
2565780,2565781,30
3497040,3497041,41
3577589,3575673,15
3288101,3288100,15
3642535,3642534,15
3217350,3215434,15
3727068,3725152,15
3640670,3638754,30
3627198,3625282,15
3489272,3487356,67
3521935,3521934,52
3416466,3418382,15
3740484,3738568,18
3659800,3659801,30
2952709,2952708,30
2755398,2755399,15
3598541,3600457,30
3579333,3579332,40
2962307,2964223,30
3579315,3579316,30
3481622,3481623,18
3518004,3518005,43
3351574,3353490,37
3454866,3454867,15
3594754,3596670,75
3747935,3746019,15
3326559,3328475,15
3686658,3686659,765
3725150,3725151,30
3523827,3521911,30
3311203,3311204,15
2954644,2952728,18
3303417,3303418,22
3673375,3675291,15
3746237,3744321,15
3541100,3543016,15
3326466,3326465,15
3468219,3468218,16
3521847,3521848,22
3437561,3437560,15
3565995,3565994,45
3320713,3320712,15
2686396,2688312,45
3512562,3510646,15
3412639,3414555,15
3642536,3642537,18
3508564,3510480,37
3525717,3525718,30
3008409,3008408,15
3330248,3330249,35
3609973,3609974,45
3564060,3562144,15
3634938,3633022,37
3596689,3596690,15
3726821,3726822,15
3334118,3334119,30
3493097,3495013,46
3334089,3334090,15
3742220,3744136,30
3598475,3598474,15
3502713,3502714,60
3665562,3667478,30
3667474,3665558,15
2941277,2939361,15
3592819,3592820,52
2983421,2983420,15
3380103,3382019,22
3729007,3729008,52
3477840,3477839,15
3604276,3604277,35
3378145,3376229,15
3685048,3685047,15
3529528,3529529,75
3470111,3468195,15
3573681,3571765,15
3546880,3546879,15
3525674,3525675,81
3563972,3565888,75
3612088,3614004,15
2914462,2912546,45
3575673,3573757,23
3316829,3316828,15
3519916,3519915,40
3565907,3565908,33
3481710,3481709,33
3583138,3581222,15
3590794,3590793,345
2669146,2669147,15
3523782,3525698,45
3523739,3525655,15
3544848,3544847,70
3383916,3383917,22
3671329,3673245,24
3565921,3565922,22
3600453,3598537,30
3314908,3312992,30
3479981,3481897,15
3527613,3527612,18
3642527,3642526,15
3456722,3456721,45
3560299,3560300,15
3485551,3485552,45
2665319,2665320,15
3259357,3259358,30
2582890,2580974,22
3512395,3512394,15
3493264,3493265,35
3554424,3556340,15
3550583,3550584,35
3581629,3581630,15
3640662,3638746,15
3491329,3493245,15
2983417,2985333,15
3556336,3554420,28
3510460,3508544,15
3563990,3562074,20
3531413,3531412,44
3723229,3725145,15
3464419,3464418,15
3642606,3642607,30
3721314,3721313,15
3554410,3554411,23
3736833,3736834,15
3245911,3245910,30
2655730,2657646,15
3552532,3552533,15
3560229,3560230,42
3523852,3525768,52
3167417,3165501,15
3525678,3523762,35
3688597,3686681,15
3592756,3590840,19
2594387,2594388,15
3571749,3571748,33
3518008,3518007,20
3550610,3550611,37
3541021,3539105,30
3403076,3403075,16
3500769,3498853,38
3309407,3309406,15
2619309,2617393,18
3303602,3303601,15
2699865,2697949,30
3426037,3424121,45
2910619,2908703,30
3554480,3554481,45
3450969,3450968,200
3491347,3489431,25
3334159,3334160,42
2935506,2935507,15
3560202,3560203,45
3542938,3544854,15
3297669,3297670,15
3127430,3127429,20
3569795,3569794,51
3514478,3512562,30
3326412,3326411,25
3717289,3719205,18
2628891,2628892,15
3431827,3433743,15
3573658,3575574,56
3665766,3665765,15
3569796,3569797,135
2749647,2751563,15
3284437,3284438,45
2602146,2604062,30
3393499,3395415,52
3466303,3464387,225
2879919,2879920,15
3336250,3336251,15
3736383,3738299,15
2667316,2667317,30
3173164,3173165,27
3531428,3533344,16
2596316,2594400,25
3604254,3604255,30
3644513,3644512,25
3533320,3535236,30
3535255,3537171,30
3322629,3320713,15
2960511,2958595,45
3111882,3109966,30
2565753,2567669,15
3678966,3677050,15
3569726,3571642,26
3512460,3512459,20
3642605,3640689,40
3468201,3468202,52
3014324,3012408,15
3491207,3491206,15
2588740,2586824,37
3198292,3198293,15
3472071,3472072,29
3437534,3437533,32
3224867,3226783,15
3506518,3508434,22
3765124,3763208,35
3504718,3506634,15
3590961,3589045,45
3439469,3437553,49
3403045,3404961,15
3636857,3636856,15
2791822,2791821,15
3002823,3002824,22
3692327,3692326,30
3431822,3431823,60
3573765,3573764,15
3171240,3173156,16
3410738,3410737,30
3259458,3259457,120
3654056,3652140,15
3343730,3343729,15
3568000,3566084,43
3656294,3656295,30
3125199,3125200,15
2651859,2649943,15
3186596,3186597,20
3614055,3614056,15
3491189,3491190,74
3562362,3560446,15
3602300,3602301,15
3228839,3230755,15
2069569,2071485,15
3644638,3644639,15
3634895,3632979,150
3590900,3592816,15
3554471,3554470,17
3518022,3518021,55
3692336,3692337,15
3707819,3707820,22
3299911,3299912,30
3498843,3498844,48
3732978,3732977,90
3537162,3535246,25
3744302,3744301,15
2774583,2772667,15
3544914,3546830,15
3704143,3706059,22
3316965,3318881,22
3719167,3719168,30
3610210,3612126,30
3238306,3236390,52
3818792,3820708,20
2814830,2816746,15
3493212,3491296,37
3521865,3521864,20
3508428,3508427,61
3519930,3518014,27
3740272,3740273,60
3491277,3491276,30
3642579,3642580,45
2621170,2621171,75
3464415,3466331,15
3611912,3611911,27
3253635,3253634,15
3297994,3296078,30
3489297,3491213,45
3497066,3495150,15
3592779,3592780,27
3713547,3713546,30
3627207,3629123,45
3575612,3577528,30
3347496,3347497,15
3705814,3707730,15
3493115,3491199,22
3556406,3554490,15
3518047,3518048,15
3527609,3529525,15
3280448,3280449,15
3644500,3646416,26
3316825,3316826,37
3667497,3667498,23
3130927,3130926,165
3655973,3655974,15
3537175,3535259,39
2609808,2611724,30
2981449,2983365,15
3590887,3592803,60
3818810,3816894,18
3472046,3472045,18
3338166,3340082,15
2598232,2596316,15
3533402,3531486,15
3558294,3560210,72
3598457,3598458,15
3577590,3577591,15
3203819,3205735,15
3186600,3186599,15
3508525,3508524,30
3677050,3678966,15
3588938,3588939,34
3127430,3125514,105
3686965,3688881,15
3322578,3320662,51
3531427,3531426,41
3519939,3521855,61
3527600,3527599,83
3422260,3422261,19
3554397,3554398,50
3456704,3458620,23
3552545,3552546,18
3780568,3780567,30
2805193,2807109,22
3280439,3280438,30
3021749,3021748,15
